#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        1732    -3.81336     -3.8318  0.00312022
        1733    -3.76461    -3.83176  0.00311866
        1734    -3.69921    -3.83169   0.0031178
        1735    -3.64686    -3.83158  0.00311782
        1736    -3.81531    -3.83157  0.00311604
        1737    -3.84159    -3.83158  0.00311425
        1738    -3.79607    -3.83156  0.00311252
        1739    -3.84562    -3.83156  0.00311074
        1740    -3.79653    -3.83154  0.00310902
        1741    -3.88459    -3.83157  0.00310738
        1742    -3.91674    -3.83162  0.00310599
        1743    -3.92356    -3.83168  0.00310465
        1744    -3.91155    -3.83172  0.00310321
        1745    -3.85874    -3.83174  0.00310147
        1746     -3.8912    -3.83177  0.00309988
        1747    -3.96363    -3.83185  0.00309902
        1748    -3.91565    -3.83189  0.00309762
        1749    -3.98779    -3.83198  0.00309713
        1750    -3.92113    -3.83203  0.00309578
        1751    -3.83558    -3.83204  0.00309401
        1752    -3.87575    -3.83206  0.00309235
        1753    -3.93116    -3.83212   0.0030911
        1754    -3.90208    -3.83216   0.0030896
        1755    -3.96758    -3.83223   0.0030888
        1756    -3.91696    -3.83228  0.00308742
        1757    -3.90836    -3.83233  0.00308596
        1758    -3.88146    -3.83235  0.00308434
        1759    -3.83692    -3.83236  0.00308258
        1760    -3.85527    -3.83237  0.00308086
        1761    -3.93396    -3.83243  0.00307965
        1762    -3.91522    -3.83247  0.00307826
        1763    -3.89739    -3.83251  0.00307673
        1764    -3.87015    -3.83253  0.00307506
        1765    -3.80763    -3.83252  0.00307335
        1766    -3.75474    -3.83247  0.00307193
        1767    -3.78692    -3.83245   0.0030703
        1768    -3.90232    -3.83249  0.00306882
        1769    -3.87323    -3.83251  0.00306717
        1770    -3.88262    -3.83254  0.00306557
        1771    -3.81949    -3.83253  0.00306384
        1772     -3.8928    -3.83257   0.0030623
        1773    -3.85787    -3.83258  0.00306061
        1774    -3.85378    -3.83259  0.00305891
        1775     -3.7376    -3.83254  0.00305765
        1776    -3.78252    -3.83251  0.00305606
        1777    -3.74014    -3.83246  0.00305478
        1778    -3.77776    -3.83243  0.00305322
        1779    -3.72592    -3.83237  0.00305209
        1780    -3.74706    -3.83232  0.00305075
        1781    -3.77761    -3.83229  0.00304919
        1782     -3.6525    -3.83219  0.00304915
        1783     -3.7705    -3.83215  0.00304764
        1784    -3.82388    -3.83215  0.00304593
        1785    -3.76118    -3.83211  0.00304449
        1786    -3.81691     -3.8321  0.00304279
        1787    -3.80475    -3.83209  0.00304113
        1788    -3.71234    -3.83202  0.00304017
        1789    -3.77522    -3.83199  0.00303863
        1790    -3.70321    -3.83192  0.00303779
        1791    -3.71396    -3.83185   0.0030368
        1792    -3.79677    -3.83183  0.00303517
        1793    -3.80887    -3.83182  0.00303351
        1794    -3.79371     -3.8318  0.00303189
        1795    -3.85436    -3.83181  0.00303023
        1796    -3.77555    -3.83178   0.0030287
        1797    -3.80677    -3.83176  0.00302705
        1798    -3.77392    -3.83173  0.00302554
        1799    -3.70466    -3.83166  0.00302468
        1800    -3.66345    -3.83157  0.00302444
        1801    -3.77053    -3.83153  0.00302295
        1802    -3.83835    -3.83154  0.00302128
        1803    -3.85797    -3.83155  0.00301964
        1804    -3.65154    -3.83145  0.00301961
        1805    -3.64464    -3.83135  0.00301971
        1806    -3.68012    -3.83126   0.0030192
        1807    -3.67073    -3.83118  0.00301884
        1808    -3.62912    -3.83106  0.00301923
        1809     -3.6902    -3.83099  0.00301857
        1810    -3.60465    -3.83086  0.00301949
        1811    -3.52737    -3.83069  0.00302247
        1812    -3.63262    -3.83058  0.00302278
        1813    -3.66019    -3.83049  0.00302257
        1814    -3.61456    -3.83037  0.00302325
        1815    -3.60717    -3.83025  0.00302408
        1816    -3.71777    -3.83019  0.00302305
        1817    -3.67943     -3.8301  0.00302253
        1818    -3.61836    -3.82999  0.00302311
        1819    -3.51669    -3.82981  0.00302635
        1820    -3.66629    -3.82972  0.00302602
        1821    -3.73909    -3.82967  0.00302476
        1822    -3.79277    -3.82965  0.00302317
        1823    -3.75338    -3.82961   0.0030218
        1824    -3.62906     -3.8295  0.00302215
        1825    -3.68584    -3.82942  0.00302152
        1826    -3.63253    -3.82932  0.00302178
        1827    -3.65685    -3.82922   0.0030216
        1828    -3.58262    -3.82909  0.00302296
        1829    -3.59041    -3.82896  0.00302412
        1830    -3.64006    -3.82885  0.00302423
        1831    -3.74275    -3.82881  0.00302295
        1832    -3.70059    -3.82874  0.00302211
        1833    -3.75246    -3.82869  0.00302074
        1834     -3.7803    -3.82867  0.00301921
        1835    -3.75217    -3.82863  0.00301786
        1836    -3.76821    -3.82859  0.00301639
        1837    -3.81958    -3.82859  0.00301475
        1838     -3.7602    -3.82855  0.00301334
        1839    -3.75203    -3.82851  0.00301199
        1840    -3.74627    -3.82847  0.00301069
        1841     -3.7785    -3.82844  0.00300917
        1842    -3.76298     -3.8284  0.00300775
        1843     -3.7475    -3.82836  0.00300644
        1844    -3.76779    -3.82833  0.00300499
        1845    -3.76808    -3.82829  0.00300353
        1846    -3.79425    -3.82827  0.00300196
        1847    -3.78243    -3.82825  0.00300044
        1848    -3.83966    -3.82826  0.00299882
        1849    -3.83563    -3.82826   0.0029972
        1850    -3.78587    -3.82824  0.00299567
        1851    -3.78679    -3.82821  0.00299414
        1852    -3.83875    -3.82822  0.00299253
        1853    -3.81714    -3.82821  0.00299092
        1854    -3.85289    -3.82823  0.00298933
        1855     -3.8388    -3.82823  0.00298773
        1856    -3.83599    -3.82824  0.00298612
        1857    -3.79535    -3.82822  0.00298457
        1858      -3.762    -3.82818  0.00298317
        1859    -3.57476    -3.82805  0.00298468
        1860    -3.64471    -3.82795   0.0029847
        1861    -3.63871    -3.82785  0.00298483
        1862    -3.71744    -3.82779  0.00298382
        1863    -3.61878    -3.82768  0.00298432
        1864    -3.49382     -3.8275  0.00298809
        1865      -3.594    -3.82737  0.00298911
        1866    -3.67562    -3.82729  0.00298862
        1867    -3.67245    -3.82721  0.00298817
        1868    -3.67775    -3.82713  0.00298764
        1869    -3.80636    -3.82712  0.00298606
        1870    -3.87522    -3.82714  0.00298457
        1871    -3.86162    -3.82716  0.00298303
        1872    -3.86853    -3.82718  0.00298152
        1873    -3.85359     -3.8272  0.00297996
        1874    -3.81644    -3.82719  0.00297838
        1875      -3.848     -3.8272  0.00297681
        1876    -3.90912    -3.82725  0.00297555
        1877    -3.78783    -3.82722  0.00297403
        1878    -3.81521    -3.82722  0.00297246
        1879    -3.76446    -3.82719  0.00297106
        1880    -3.67133     -3.8271  0.00297064
        1881    -3.83872    -3.82711  0.00296907
        1882    -3.87272    -3.82713  0.00296759
        1883    -3.85653    -3.82715  0.00296605
        1884    -3.83012    -3.82715  0.00296448
        1885    -3.73801     -3.8271  0.00296328
        1886    -3.80237    -3.82709  0.00296174
        1887    -3.83249    -3.82709  0.00296017
        1888    -3.95024    -3.82716  0.00295932
        1889    -4.02385    -3.82726  0.00295959
        1890    -3.91716    -3.82731   0.0029584
        1891    -3.85699    -3.82732  0.00295688
        1892     -3.8944    -3.82736  0.00295553
        1893    -3.89878     -3.8274  0.00295421
        1894    -3.81469    -3.82739  0.00295266
        1895    -3.76361    -3.82736  0.00295129
        1896    -3.76711    -3.82733  0.00294991
        1897    -3.77889     -3.8273  0.00294846
        1898    -3.88093    -3.82733  0.00294704
        1899    -3.93742    -3.82739  0.00294606
        1900    -3.90628    -3.82743   0.0029448
        1901    -3.93478    -3.82748   0.0029438
        1902    -3.94833    -3.82755  0.00294293
        1903     -3.8941    -3.82758   0.0029416
        1904    -3.91775    -3.82763  0.00294043
        1905    -3.85942    -3.82765  0.00293894
        1906     -3.8741    -3.82767   0.0029375
        1907    -3.82106    -3.82767  0.00293596
        1908    -3.80704    -3.82766  0.00293444
        1909    -3.82866    -3.82766   0.0029329
        1910    -3.89026    -3.82769  0.00293155
        1911     -3.8948    -3.82773  0.00293022
        1912    -3.86114    -3.82774  0.00292874
        1913    -3.88628    -3.82777  0.00292737
        1914    -3.92209    -3.82782  0.00292626
        1915    -3.96761     -3.8279  0.00292564
        1916    -3.99974    -3.82799  0.00292549
        1917    -3.95437    -3.82805   0.0029247
        1918    -3.96613    -3.82812  0.00292407
        1919    -3.93345    -3.82818  0.00292306
        1920    -3.93423    -3.82823  0.00292206
        1921    -3.90885    -3.82828  0.00292084
        1922     -3.8312    -3.82828  0.00291932
        1923    -3.88267    -3.82831  0.00291794
        1924    -3.88695    -3.82834  0.00291658
        1925    -3.77157    -3.82831  0.00291521
        1926    -3.72864    -3.82825  0.00291416
        1927    -3.77726    -3.82823  0.00291277
        1928    -3.86592    -3.82825  0.00291132
        1929    -3.86728    -3.82827  0.00290988
        1930    -3.88561     -3.8283  0.00290853
        1931     -3.7584    -3.82826  0.00290725
        1932    -3.83462    -3.82826  0.00290574
        1933    -3.83697    -3.82827  0.00290424
        1934     -3.8527    -3.82828  0.00290277
        1935    -3.77679    -3.82826  0.00290139
        1936    -3.78602    -3.82823  0.00289997
        1937    -3.88058    -3.82826   0.0028986
        1938    -3.77343    -3.82823  0.00289724
        1939    -3.80187    -3.82822  0.00289578
        1940    -3.75316    -3.82818  0.00289455
        1941     -3.9194    -3.82823  0.00289344
        1942    -3.92801    -3.82828   0.0028924
        1943    -3.81398    -3.82827  0.00289093
        1944    -3.84377    -3.82828  0.00288945
        1945    -3.78903    -3.82826  0.00288803
        1946     -3.9023     -3.8283   0.0028868
        1947    -3.86013    -3.82831  0.00288536
        1948    -3.86952    -3.82833  0.00288396
        1949    -3.82849    -3.82833  0.00288248
        1950    -3.86078    -3.82835  0.00288105
        1951    -3.79497    -3.82833  0.00287963
        1952    -3.87067    -3.82836  0.00287823
        1953    -3.84311    -3.82836  0.00287677
        1954     -3.9548    -3.82843  0.00287602
        1955     -3.8848    -3.82846   0.0028747
        1956    -3.85342    -3.82847  0.00287326
        1957    -3.83952    -3.82848  0.00287179
        1958    -3.88404     -3.8285  0.00287047
        1959    -3.84669    -3.82851  0.00286902
        1960    -3.88043    -3.82854  0.00286767
        1961    -3.90983    -3.82858  0.00286651
        1962    -3.87807    -3.82861  0.00286516
        1963    -3.92799    -3.82866  0.00286415
        1964    -3.87072    -3.82868  0.00286277
        1965    -3.86144    -3.82869  0.00286136
        1966     -3.8577    -3.82871  0.00285995
        1967    -3.84369    -3.82872   0.0028585
        1968    -3.84897    -3.82873  0.00285707
        1969    -3.84958    -3.82874  0.00285564
        1970    -3.75339     -3.8287  0.00285444
        1971    -3.80529    -3.82869  0.00285302
        1972     -3.7158    -3.82863  0.00285215
        1973    -3.77552     -3.8286  0.00285083
        1974    -3.80626    -3.82859  0.00284941
        1975    -3.89236    -3.82862  0.00284815
        1976    -3.80233    -3.82861  0.00284674
        1977    -3.79633    -3.82859  0.00284534
        1978    -3.83861     -3.8286  0.00284391
        1979    -3.80709    -3.82859  0.00284249
        1980    -3.88347    -3.82862  0.00284119
        1981    -3.87657    -3.82864  0.00283986
        1982    -3.87384    -3.82866  0.00283852
        1983    -3.73176    -3.82862  0.00283751
        1984    -3.73562    -3.82857  0.00283647
        1985    -3.66084    -3.82848   0.0028363
        1986    -3.62928    -3.82838  0.00283664
        1987    -3.79449    -3.82837  0.00283526
        1988    -3.81406    -3.82836  0.00283385
        1989    -3.73778    -3.82831  0.00283279
        1990    -3.73289    -3.82827  0.00283177
        1991    -3.77437    -3.82824  0.00283048
        1992    -3.72268    -3.82819  0.00282955
        1993    -3.69811    -3.82812  0.00282889
        1994    -3.76954    -3.82809  0.00282762
        1995    -3.72453    -3.82804  0.00282668
        1996    -3.71862    -3.82798  0.00282579
        1997     -3.7259    -3.82793  0.00282484
        1998    -3.68672    -3.82786  0.00282431
        1999    -3.69664     -3.8278  0.00282366
        2000    -3.79869    -3.82778  0.00282229
        2001    -3.85227    -3.82779   0.0028209
        2002     -3.7269    -3.82774  0.00281994
        2003    -3.84667    -3.82775  0.00281855
        2004    -3.83941    -3.82776  0.00281715
        2005    -3.75354    -3.82772  0.00281599
        2006    -3.82665    -3.82772  0.00281459
        2007    -3.89106    -3.82775  0.00281336
        2008    -3.84795    -3.82776  0.00281198
        2009    -3.79745    -3.82775  0.00281062
        2010    -3.82104    -3.82774  0.00280922
        2011     -3.8726    -3.82777  0.00280791
        2012    -3.82984    -3.82777  0.00280652
        2013    -3.94236    -3.82783   0.0028057
        2014    -3.90395    -3.82786  0.00280456
        2015    -3.93109    -3.82791  0.00280364
